"中国港澳阿峰,#genre#"
江苏卫
"视,http://220.164.192.48:50085/tsfile/live/0128_1.m3u8"
湖南卫
"视,http://220.164.192.48:50085/tsfile/live/0107_1.m3u8"
上海东方卫
"视,http://220.164.192.48:50085/tsfile/live/0122_1.m3u8"
北京卫
"视,http://220.164.192.48:50085/tsfile/live/0135_1.m3u8"
天津卫
"视,http://220.164.192.48:50085/tsfile/live/0130_1.m3u8"
安徽卫
"视,http://220.164.192.48:50085/tsfile/live/0126_1.m3u8"
深圳卫
"视,http://220.164.192.48:50085/tsfile/live/0142_1.m3u8"
重庆卫
"视,http://220.164.192.48:50085/tsfile/live/0131_1.m3u8"
山东卫
"视,http://220.164.192.48:50085/tsfile/live/0121_1.m3u8"
辽林卫
"视,http://220.164.192.48:50085/tsfile/live/0132_1.m3u8"
湖北卫
"视,http://220.164.192.48:50085/tsfile/live/0123_1.m3u8"
四川卫
"视,http://220.164.192.48:50085/tsfile/live/0143_1.m3u8"
黑龙
"江,http://220.164.192.48:50085/tsfile/live/0138_1.m3u8"
福建东南卫
"视,http://220.164.192.48:50085/tsfile/live/0120_1.m3u8"
贵州卫
"视,http://220.164.192.48:50085/tsfile/live/0125_1.m3u8"
广东卫
"视,http://220.164.192.48:50085/tsfile/live/0139_1.m3u8"
河南卫
"视,http://220.164.192.48:50085/tsfile/live/0116_1.m3u8"
吉林卫
"视,http://220.164.192.48:50085/tsfile/live/0118_1.m3u8"
山西卫
"视,http://220.164.192.48:50085/tsfile/live/0117_1.m3u8"
河北卫
"视,http://220.164.192.48:50085/tsfile/live/0113_1.m3u8"
广西卫
"视,http://220.164.192.48:50085/tsfile/live/0112_1.m3u8"
陕西卫
"视,http://220.164.192.48:50085/tsfile/live/0136_1.m3u8"
甘肃卫
"视,http://220.164.192.48:50085/tsfile/live/0141_1.m3u8"
青海卫
"视,http://220.164.192.48:50085/tsfile/live/0140_1.m3u8"
内蒙
"古,http://220.164.192.48:50085/tsfile/live/0109_1.m3u8"
新疆卫
"视,http://220.164.192.48:50085/tsfile/live/0111_1.m3u8"
海南卫
"视,http://220.164.192.48:50085/tsfile/live/1003_1.m3u8"
厦门卫
"视,http://220.164.192.48:50085/tsfile/live/1004_1.m3u8"
大亚湾区卫
"视,http://220.164.192.48:50085/tsfile/live/0115_1.m3u8"
"??甘肃专线??电信,#genre#"
甘肃新
"闻,https://hls.gstv.com.cn/49048r/6e1sy2.m3u8"
甘肃经
"济,https://hls.gstv.com.cn/49048r/10iv1j.m3u8"
甘肃公
"共,https://hls.gstv.com.cn/49048r/3t5xyc.m3u8"
甘肃都
"市,https://hls.gstv.com.cn/49048r/l54391.m3u8"
甘肃影
"院,https://hls.gstv.com.cn/49048r/w1l6d5.m3u8"
甘肃少
"儿,https://hls.gstv.com.cn/49048r/922k96.m3u8"
"兰州文旅,http://"
[2409:8087:74F1:0021::0008]:80/270000001111/1110000330/index.m3u8??$甘肃移动V6
兰州新
"闻,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000328/index.m3u8??$甘肃移动V6"
"??河北专线??联通,#genre#"
"河北都市,http://mail.petzhu.top:7000/rtp/239.254.200.19:6000?$河"
北电信备线1
"河北公共,http://mail.petzhu.top:7000/rtp/239.254.200.22:6000?$河北电信备线1"
河
"北经济,http://mail.petzhu.top:7000/rtp/239.254.200.18:6000?$河北电信备线1"
河北农
"民,http://mail.petzhu.top:7000/rtp/239.254.200.23:6000?$河北电信备线1"
河北影
"视,http://mail.petzhu.top:7000/rtp/239.254.200.20:6000?$河北电信备线1"
河北杂
"技,http://mail.petzhu.top:7000/rtp/239.254.201.139:7203?$河北电信备线1"
河北少
"儿,http://mail.petzhu.top:7000/rtp/239.254.200.21:6000?$河北电信备线1"
邯山综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.116:5225?$河北电信备线1"
邯郸公
"共,http://mail.petzhu.top:7000/rtp/239.254.200.154:6000?$河北电信备线1"
三河综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.113:5315?$河北电信备线1"
东光综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.76:5331?$河北电信备线1"
丰宁综
"合,http://mail.petzhu.top:7000/rtp/239.254.200.5:5290?$河北电信备线1"
丰南电
"视,http://mail.petzhu.top:7000/rtp/239.254.200.218:5186?$河北电信备线1"
井陉综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.215:6167?$河北电信备线1"
保定公
"共,http://mail.petzhu.top:7000/rtp/239.254.200.145:6000?$河北电信备线1"
保定新
"闻,http://mail.petzhu.top:7000/rtp/239.254.200.144:6000?$河北电信备线1"
保定生
"活,http://mail.petzhu.top:7000/rtp/239.254.200.146:6000?$河北电信备线1"
元氏电
"视,http://mail.petzhu.top:7000/rtp/239.254.200.191:5169?$河北电信备线1"
兴隆综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.95:5295?$河北电信备线1"
卢龙电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.216:5233?$河北电信备线1"
双滦新
"闻,http://mail.petzhu.top:7000/rtp/239.254.201.63:5293?$河北电信备线1"
吴桥综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.138:5337?$河北电信备线1"
唐县综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.41:5264?$河北电信备线1"
唐山公
"共,http://mail.petzhu.top:7000/rtp/239.254.200.169:6000?$河北电信备线1"
唐山影
"视,http://mail.petzhu.top:7000/rtp/239.254.200.168:6000?$河北电信备线1"
唐山新
"闻,http://mail.petzhu.top:7000/rtp/239.254.200.166:6000?$河北电信备线1"
唐山生
"活,http://mail.petzhu.top:7000/rtp/239.254.200.167:6000?$河北电信备线1"
大成电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.34:5308?$河北电信备线1"
平泉综
"合,http://mail.petzhu.top:7000/rtp/239.254.200.177:5286?$河北电信备线1"
定兴电
"视,http://mail.petzhu.top:7000/rtp/239.254.200.172:5246?$河北电信备线1"
廓坊公
"共,http://mail.petzhu.top:7000/rtp/239.254.200.184:6000?$河北电信备线1"
崇礼融
"媒,http://mail.petzhu.top:7000/rtp/239.254.201.117:5267?$河北电信备线1"
大厂融
"媒,http://mail.petzhu.top:7000/rtp/239.254.201.71:5310?$河北电信备线1"
固安综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.101:5312?$河北电信备线1"
张家口公
"共,http://mail.petzhu.top:7000/rtp/239.254.200.36:6000?$河北电信备线1"
张家口新
"闻,http://mail.petzhu.top:7000/rtp/239.254.200.35:6000?$河北电信备线1"
康保综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.135:5270?$河北电信备线1"
廓坊公
"共,http://mail.petzhu.top:7000/rtp/239.254.200.184:6000?$河北电信备线1"
廓坊新
"闻,http://mail.petzhu.top:7000/rtp/239.254.200.183:6000?$河北电信备线1"
成安综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.143:6210?$河北电信备线1"
承德公
"共,http://mail.petzhu.top:7000/rtp/239.254.200.33:6000?$河北电信备线1"
承德新
"闻,http://mail.petzhu.top:7000/rtp/239.254.200.32:6000?$河北电信备线1"
抚宁电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.213:5232?$河北电信备线1"
文安电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.103:5314?$河北电信备线1"
无极新
"闻,http://mail.petzhu.top:7000/rtp/239.254.200.220:5167?$河北电信备线1"
永清电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.141:5316?$河北电信备线1"
栾城电
"视,http://mail.petzhu.top:7000/rtp/239.254.200.215:5173?$河北电信备线1"
沧州公
"共,http://mail.petzhu.top:7000/rtp/239.254.200.43:6000?$河北电信备线1"
沧州影
"视,http://mail.petzhu.top:7000/rtp/239.254.200.44:6000?$河北电信备线1"
沧州新
"闻,http://mail.petzhu.top:7000/rtp/239.254.200.42:6000?$河北电信备线1"
涞水电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.10:5250?$河北电信备线1"
涞源综
"合,http://mail.petzhu.top:7000/rtp/239.254.200.213:5260?$河北电信备线1"
涿州电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.17:5261?$河北电信备线1"
深泽综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.108:5180?$河北电信备线1"
满城新
"闻,http://mail.petzhu.top:7000/rtp/239.254.200.222:5252?$河北电信备线1"
滦南综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.22:5191?$河北电信备线1"
滦州综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.30:5196?$河北电信备线1"
滦平新
"闻,http://mail.petzhu.top:7000/rtp/239.254.201.4:5291?$河北电信备线1"
玉田综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.28:5194?$河北电信备线1"
盐山综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.114:5334?$河北电信备线1"
石家庄新
"闻,http://mail.petzhu.top:7000/rtp/239.254.200.157:6000?$河北电信备线1"
石家庄都
"市,http://mail.petzhu.top:7000/rtp/239.254.200.31:6000?$河北电信备线1"
石家庄娱
"乐,http://mail.petzhu.top:7000/rtp/239.254.200.29:6000?$河北电信备线1"
石家庄生
"活,http://mail.petzhu.top:7000/rtp/239.254.200.30:6000?$河北电信备线1"
矿区电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.14:5175?$河北电信备线1"
秦皇岛公
"共,http://mail.petzhu.top:7000/rtp/239.254.200.40:6000?$河北电信备线1"
秦皇岛影
"视,http://mail.petzhu.top:7000/rtp/239.254.200.41:6000?$河北电信备线1"
秦皇岛新
"闻,http://mail.petzhu.top:7000/rtp/239.254.200.39:6000?$河北电信备线1"
肃宁电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.122:5336?$河北电信备线1"
衡水新
"闻,http://mail.petzhu.top:7000/rtp/239.254.200.147:6000?$河北电信备线1"
赞皇电
"视,http://mail.petzhu.top:7000/rtp/239.254.200.244:5177?$河北电信备线1"
赤城电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.131:5269?$河北电信备线1"
赵县电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.111:5183?$河北电信备线1"
辽西综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.26:5188?$河北电信备线1"
邯郸科
"技,http://mail.petzhu.top:7000/rtp/239.254.200.155:6000?$河北电信备线1"
邯鄣新
"闻,http://mail.petzhu.top:7000/rtp/239.254.200.153:6000?$河北电信备线1"
邱县电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.129:6209?$河北电信备线1"
阜平电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.40:5248?$河北电信备线1"
霸州电
"视,http://mail.petzhu.top:7000/rtp/239.254.200.4:5313?$河北电信备线1"
隆化综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.142:5296?$河北电信备线1"
遵化综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.146:5202?$河北电信备线1"
邢台城
"市,http://mail.petzhu.top:7000/rtp/239.254.200.152:6000?$河北电信备线1"
邢台综
"合,http://mail.petzhu.top:7000/rtp/239.254.200.150:6000?$河北电信备线1"
青县综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.112:5333?$河北电信备线1"
顺平电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.118:6257?$河北电信备线1"
香河综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.32:5306?$河北电信备线1"
高碑店综
"合,http://mail.petzhu.top:7000/rtp/239.254.200.210:5254?$河北电信备线1"
高邑融
"媒,http://mail.petzhu.top:7000/rtp/239.254.201.24:5170?$河北电信备线1"
魏县综
"合,http://mail.petzhu.top:7000/rtp/239.254.201.148:6211?$河北电信备线1"
黄骅电
"视,http://mail.petzhu.top:7000/rtp/239.254.201.36:5325?$河北电信备线1"
??安徽专线??电
"信,#genre#"
"安徽卫视,http://220.180.229.250:9901/tsfile/live/0130_1.m3u8"
北京卫
"视,http://220.180.229.250:9901/tsfile/live/0122_1.m3u8"
江苏卫
"视,http://220.180.229.250:9901/tsfile/live/0127_1.m3u8"
浙江卫
"视,http://220.180.229.250:9901/tsfile/live/0124_1.m3u8"
山东卫
"视,http://220.180.229.250:9901/tsfile/live/0131_1.m3u8"
湖南卫
"视,http://220.180.229.250:9901/tsfile/live/0128_2.m3u8"
广东卫
"视,http://220.180.229.250:9901/tsfile/live/0128_1.m3u8"
河南卫
"视,http://220.180.229.250:9901/tsfile/live/0139_1.m3u8"
湖北卫
"视,http://220.180.229.250:9901/tsfile/live/0132_1.m3u8"
四川卫
"视,http://220.180.229.250:9901/tsfile/live/0123_1.m3u8"
江西卫
"视,http://220.180.229.250:9901/tsfile/live/0138_1.m3u8"
东方卫
"视,http://220.180.229.250:9901/tsfile/live/0125_1.m3u8"
经视
"HD,http://220.180.229.250:9901/tsfile/live/1001_1.m3u8"
"??宁夏专线??电信,#genre#"
宁夏公
"共,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8?$宁夏银川移动"
宁夏经
"济,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8?$宁夏银川移动"
宁夏影
"视,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8?$宁夏银川移动"
宁夏少
"儿,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8?$宁夏银川移动"
??新疆专线??电
"信,#genre#"
"新疆2,http://qingcheng.pro:7890/udp/238.125.3.175:5140?$新疆电信组播"
新疆
"3,http://qingcheng.pro:7890/udp/238.125.3.176:5140?$新疆电信组播"
新疆
"4,http://qingcheng.pro:7890/udp/238.125.3.177:5140?$新疆电信组播"
新疆
"5,http://qingcheng.pro:7890/udp/238.125.3.178:5140?$新疆电信组播"
新疆
"6,http://qingcheng.pro:7890/udp/238.125.3.179:5140?$新疆电信组播"
新疆
"7,http://qingcheng.pro:7890/udp/238.125.3.180:5140?$新疆电信组播"
新疆
"8,http://qingcheng.pro:7890/udp/238.125.3.181:5140?$新疆电信组播"
新疆
"9,http://qingcheng.pro:7890/udp/238.125.3.182:5140?$新疆电信组播"
新疆
"10,http://qingcheng.pro:7890/udp/238.125.3.183:5140?$新疆电信组播"
新疆
"11,http://qingcheng.pro:7890/udp/238.125.3.184:5140?$新疆电信组播"
新疆12少
"儿,http://qingcheng.pro:7890/udp/238.125.3.185:5140?$新疆电信组播"
新疆教
"育,http://qingcheng.pro:7890/udp/238.125.2.131:5140?$新疆电信组播"
党员教
"育,http://qingcheng.pro:7890/udp/238.125.4.144:5140?$新疆电信组播"
乌鲁木齐都
"市,http://qingcheng.pro:7890/udp/238.125.2.241:5140?$新疆电信组播"
乌鲁木齐综
"合,http://qingcheng.pro:7890/udp/238.125.2.244:5140?$新疆电信组播"
乌鲁木齐妇
"女,http://qingcheng.pro:7890/udp/238.125.2.239:5140?$新疆电信组播"
乌鲁木齐影
"视,http://qingcheng.pro:7890/udp/238.125.2.242:5140?$新疆电信组播"
乌鲁木齐维吾
"尔,http://qingcheng.pro:7890/udp/238.125.2.241:5140?$新疆电信组播"
伊犁哈萨克
"1,http://qingcheng.pro:7890/udp/238.125.4.147:5140?$新疆电信组播"
伊犁哈萨克
"2,http://qingcheng.pro:7890/udp/238.125.4.148:5140?$新疆电信组播"
伊犁哈萨克
"3,http://qingcheng.pro:7890/udp/238.125.4.149:5140?$新疆电信组播"
伊犁哈萨克
"4,http://qingcheng.pro:7890/udp/238.125.4.150:5140?$新疆电信组播"
博尔塔拉
"1,http://qingcheng.pro:7890/udp/238.125.3.12:5140?$新疆电信组播"
博尔塔拉
"2,http://qingcheng.pro:7890/udp/238.125.3.13:5140?$新疆电信组播"
博尔塔拉
"3,http://qingcheng.pro:7890/udp/238.125.3.14:5140?$新疆电信组播"
克孜勒苏柯尔克孜
"1,http://qingcheng.pro:7890/udp/238.125.4.240:5140?$新疆电信组播"
克孜勒苏柯尔克孜
"2,http://qingcheng.pro:7890/udp/238.125.0.242:5140?$新疆电信组播"
克孜勒苏柯尔克孜
"3,http://qingcheng.pro:7890/udp/238.125.0.241:5140?$新疆电信组播"
昌吉综
"合,http://qingcheng.pro:7890/udp/238.125.4.145:5140?$新疆电信组播"
霍城电视
"1,http://qingcheng.pro:7890/udp/238.125.3.7:5140?$新疆电信组播"
霍城电视
"2,http://qingcheng.pro:7890/udp/238.125.3.6:5140?$新疆电信组播"
阿勒泰
"1,http://qingcheng.pro:7890/udp/238.125.3.150:5140?$新疆电信组播"
阿勒泰
"2,http://qingcheng.pro:7890/udp/238.125.3.151:5140?$新疆电信组播"
昌吉市电
"视,http://qingcheng.pro:7890/udp/238.125.3.27:5140?$新疆电信组播"
巴楚电视
"1,http://qingcheng.pro:7890/udp/238.125.3.49:5140?$新疆电信组播"
巴楚电视
"2,http://qingcheng.pro:7890/udp/238.125.3.50:5140?$新疆电信组播"
阿克苏
"1,http://qingcheng.pro:7890/udp/238.125.3.84:5140?$新疆电信组播"
阿克苏
"2,http://qingcheng.pro:7890/udp/238.125.3.86:5140?$新疆电信组播"
呼图
"壁,http://qingcheng.pro:7890/udp/238.125.3.91:5140?$新疆电信组播"
巴音郭楞综
"合,http://qingcheng.pro:7890/udp/238.125.3.38:5140?$新疆电信组播"
巴音郭楞
"2,http://qingcheng.pro:7890/udp/238.125.3.39:5140?$新疆电信组播"
巴音郭楞
"3,http://qingcheng.pro:7890/udp/238.125.3.40:5140?$新疆电信组播"
巴音郭楞教
"育,http://qingcheng.pro:7890/udp/238.125.3.43:5140?$新疆电信组播"
CC综
"合,http://qingcheng.pro:7890/udp/238.125.3.35:5140?$新疆电信组播"
阿勒泰电
"视,http://qingcheng.pro:7890/udp/238.125.3.54:5140?$新疆电信组播"
玛纳
"斯,http://qingcheng.pro:7890/udp/238.125.3.114:5140?$新疆电信组播"
十三师新星综
"合,http://qingcheng.pro:7890/udp/238.125.3.118:5140?$新疆电信组播"
精河
"1,http://qingcheng.pro:7890/udp/238.125.3.126:5140?$新疆电信组播"
塔里木
"1,http://qingcheng.pro:7890/udp/238.125.3.150:5140?$新疆电信组播"
塔里木
"2,http://qingcheng.pro:7890/udp/238.125.3.151:5140?$新疆电信组播"
????综
"合,http://qingcheng.pro:7890/udp/238.125.3.165:5140?$新疆电信组播"
喀什
"1,http://qingcheng.pro:7890/udp/238.125.3.214:5140?$新疆电信组播"
喀什
"2,http://qingcheng.pro:7890/udp/238.125.3.215:5140?$新疆电信组播"
喀什
"3,http://qingcheng.pro:7890/udp/238.125.3.216:5140?$新疆电信组播"
昭苏
"1,http://qingcheng.pro:7890/udp/238.125.3.225:5140?$新疆电信组播"
昭苏
"2,http://qingcheng.pro:7890/udp/238.125.3.226:5140?$新疆电信组播"
维吾尔
"语,http://qingcheng.pro:7890/udp/238.125.3.229:5140?$新疆电信组播"
伊宁
"县,http://qingcheng.pro:7890/udp/238.125.3.228:5140?$新疆电信组播"
霍尔果斯
"市,http://qingcheng.pro:7890/udp/238.125.3.238:5140?$新疆电信组播"
图木舒克
"1,http://qingcheng.pro:7890/udp/238.125.3.239:5140?$新疆电信组播"
图木舒克
"2,http://qingcheng.pro:7890/udp/238.125.3.240:5140?$新疆电信组播"
且末
"1,http://qingcheng.pro:7890/udp/238.125.3.241:5140?$新疆电信组播"
且末
"2,http://qingcheng.pro:7890/udp/238.125.3.242:5140?$新疆电信组播"
"KTTV1,http://qingcheng.pro:7890/udp/238.125.3.248:5140?$新疆电信组播"
"KTTV3,http://qingcheng.pro:7890/udp/238.125.3.250:5140?$新疆电信组播"
墨玉电
"视,http://qingcheng.pro:7890/udp/238.125.2.135:5140?$新疆电信组播"
墨玉维吾尔
"语,http://qingcheng.pro:7890/udp/238.125.2.134:5140?$新疆电信组播"
可克达拉新
"闻,http://qingcheng.pro:7890/udp/238.125.2.158:5140?$新疆电信组播"
清河
"1,http://qingcheng.pro:7890/udp/238.125.2.162:5140?$新疆电信组播"
清河
"2,http://qingcheng.pro:7890/udp/238.125.2.161:5140?$新疆电信组播"
布尔
"津,http://qingcheng.pro:7890/udp/238.125.2.164:5140?$新疆电信组播"
布尔津维吾尔
"语,http://qingcheng.pro:7890/udp/238.125.2.163:5140?$新疆电信组播"
"FHTV2,http://qingcheng.pro:7890/udp/238.125.2.166:5140?$新疆电信组播"
"FHTV1,http://qingcheng.pro:7890/udp/238.125.2.167:5140?$新疆电信组播"
巴里坤融媒
"2,http://qingcheng.pro:7890/udp/238.125.2.179:5140?$新疆电信组播"
巴里坤融媒
"1,http://qingcheng.pro:7890/udp/238.125.2.180:5140?$新疆电信组播"
洛浦
"1,http://qingcheng.pro:7890/udp/238.125.2.182:5140?$新疆电信组播"
洛浦
"2,http://qingcheng.pro:7890/udp/238.125.2.181:5140?$新疆电信组播"
哈巴河
"1,http://qingcheng.pro:7890/udp/238.125.2.188:5140?$新疆电信组播"
哈巴河
"2,http://qingcheng.pro:7890/udp/238.125.2.187:5140?$新疆电信组播"
"HTV1,http://qingcheng.pro:7890/udp/238.125.2.192:5140?$新疆电信组播"
十二
"师,http://qingcheng.pro:7890/udp/238.125.2.212:5140?$新疆电信组播"
疏勒
"1,http://qingcheng.pro:7890/udp/238.125.2.215:5140?$新疆电信组播"
疏勒
"2,http://qingcheng.pro:7890/udp/238.125.2.214:5140?$新疆电信组播"
阿勒泰
"2,http://qingcheng.pro:7890/udp/238.125.2.222:5140?$新疆电信组播"
泽普
"TV1,http://qingcheng.pro:7890/udp/238.125.2.229:5140?$新疆电信组播"
泽普
"TV2,http://qingcheng.pro:7890/udp/238.125.2.228:5140?$新疆电信组播"
"YPH1,http://qingcheng.pro:7890/udp/238.125.2.249:5140?$新疆电信组播"
"YPH2,http://qingcheng.pro:7890/udp/238.125.2.248:5140?$新疆电信组播"
英吉
"沙,http://qingcheng.pro:7890/udp/238.125.2.250:5140?$新疆电信组播"
新和
"1,http://qingcheng.pro:7890/udp/238.125.2.254:5140?$新疆电信组播"
巩
"留,http://qingcheng.pro:7890/udp/238.125.4.194:5140?$新疆电信组播"
克孜勒苏
"1,http://qingcheng.pro:7890/udp/238.125.4.240:5140?$新疆电信组播"
克孜勒苏
"2,http://qingcheng.pro:7890/udp/238.125.4.241:5140?$新疆电信组播"
克孜勒苏
"3,http://qingcheng.pro:7890/udp/238.125.4.242:5140?$新疆电信组播"
"B,http://qingcheng.pro:7890/udp/238.125.4.244:5140?$新疆电信组播"
阿图什电
"视,http://qingcheng.pro:7890/udp/238.125.4.243:5140?$新疆电信组播"
克拉玛依
"1,http://qingcheng.pro:7890/udp/238.125.4.247:5140?$新疆电信组播"
克拉玛依
"2,http://qingcheng.pro:7890/udp/238.125.4.248:5140?$新疆电信组播"
克拉玛依
"3,http://qingcheng.pro:7890/udp/238.125.4.249:5140?$新疆电信组播"
特克斯
"1,http://qingcheng.pro:7890/udp/238.125.3.10:5140?$新疆电信组播"
特克斯
"3,http://qingcheng.pro:7890/udp/238.125.3.9:5140?$新疆电信组播"
吐鲁番综
"合,http://qingcheng.pro:7890/udp/238.125.3.17:5140?$新疆电信组播"
高吕电
"视,http://qingcheng.pro:7890/udp/238.125.3.22:5140?$新疆电信组播"
鄯善电
"视,http://qingcheng.pro:7890/udp/238.125.3.23:5140?$新疆电信组播"
托克逊电
"视,http://qingcheng.pro:7890/udp/238.125.3.25:5140?$新疆电信组播"
??综
"合,http://qingcheng.pro:7890/udp/238.125.3.26:5140?$新疆电信组播"
阿拉山
"口,http://qingcheng.pro:7890/udp/238.125.3.16:5140?$新疆电信组播"
吐鲁
"番,http://qingcheng.pro:7890/udp/238.125.3.18:5140?$新疆电信组播"
吐鲁番
"2,http://qingcheng.pro:7890/udp/238.125.3.19:5140?$新疆电信组播"
"WW,http://qingcheng.pro:7890/udp/238.125.3.21:5140?$新疆电信组播"
"LKJLKJ,http://qingcheng.pro:7890/udp/238.125.3.48:5140?$新疆电信组播"
"DDD,http://qingcheng.pro:7890/udp/238.125.3.108:5140?$新疆电信组播"
吉木萨尔电
"视,http://qingcheng.pro:7890/udp/238.125.3.28:5140?$新疆电信组播"
阿克陶
"1,http://qingcheng.pro:7890/udp/238.125.3.45:5140?$新疆电信组播"
托克逊电视
"1,http://qingcheng.pro:7890/udp/238.125.3.46:5140?$新疆电信组播"
阜康
"1,http://qingcheng.pro:7890/udp/238.125.3.51:5140?$新疆电信组播"
北屯电
"视,http://qingcheng.pro:7890/udp/238.125.3.55:5140?$新疆电信组播"
哈蜜
"1,http://qingcheng.pro:7890/udp/238.125.3.81:5140?$新疆电信组播"
哈蜜
"2,http://qingcheng.pro:7890/udp/238.125.3.82:5140?$新疆电信组播"
哈蜜
"3,http://qingcheng.pro:7890/udp/238.125.3.83:5140?$新疆电信组播"
木垒
"1,http://qingcheng.pro:7890/udp/238.125.3.87:5140?$新疆电信组播"
阿拉
"尔,http://qingcheng.pro:7890/udp/238.125.3.88:5140?$新疆电信组播"
"NNTV,http://qingcheng.pro:7890/udp/238.125.3.93:5140?$新疆电信组播"
"XZTV,http://qingcheng.pro:7890/udp/238.125.3.94:5140?$新疆电信组播"
"YTV1,http://qingcheng.pro:7890/udp/238.125.3.186:5140?$新疆电信组播"
"YTV2,http://qingcheng.pro:7890/udp/238.125.3.187:5140?$新疆电信组播"
AWT综
"合,http://qingcheng.pro:7890/udp/238.125.3.173:5140?$新疆电信组播"
"ATS1,http://qingcheng.pro:7890/udp/238.125.2.128:5140?$新疆电信组播"
"ATS2,http://qingcheng.pro:7890/udp/238.125.2.127:5140?$新疆电信组播"
柯坪电
"视,http://qingcheng.pro:7890/udp/238.125.2.133:5140?$新疆电信组播"
十四师鬼王
"节,http://qingcheng.pro:7890/udp/238.125.3.105:5140?$新疆电信组播"
拜城电
"视,http://qingcheng.pro:7890/udp/238.125.3.107:5140?$新疆电信组播"
第九师电视
"1,http://qingcheng.pro:7890/udp/238.125.3.109:5140?$新疆电信组播"
英吉
"沙,http://qingcheng.pro:7890/udp/238.125.3.111:5140?$新疆电信组播"
奇台综
"合,http://qingcheng.pro:7890/udp/238.125.3.115:5140?$新疆电信组播"
乌什
"TV1,http://qingcheng.pro:7890/udp/238.125.3.130:5140?$新疆电信组播"
乌什
"TV2,http://qingcheng.pro:7890/udp/238.125.3.131:5140?$新疆电信组播"
库尔勒
"1,http://qingcheng.pro:7890/udp/238.125.3.138:5140?$新疆电信组播"
和静电
"视,http://qingcheng.pro:7890/udp/238.125.3.149:5140?$新疆电信组播"
温泉电
"视,http://qingcheng.pro:7890/udp/238.125.3.148:5140?$新疆电信组播"
和硕
"县,http://qingcheng.pro:7890/udp/238.125.3.188:5140?$新疆电信组播"
塔城
"市,http://qingcheng.pro:7890/udp/238.125.3.194:5140?$新疆电信组播"
阿克苏
"市,http://qingcheng.pro:7890/udp/238.125.3.222:5140?$新疆电信组播"
尼勒克
"1,http://qingcheng.pro:7890/udp/238.125.3.223:5140?$新疆电信组播"
尼勒克
"2,http://qingcheng.pro:7890/udp/238.125.3.224:5140?$新疆电信组播"
塔什库尔干
"1,http://qingcheng.pro:7890/udp/238.125.3.252:5140?$新疆电信组播"
若羌电
"视,http://qingcheng.pro:7890/udp/238.125.2.140:5140?$新疆电信组播"
"CHTV,http://qingcheng.pro:7890/udp/238.125.2.173:5140?$新疆电信组播"
疏附
"1,http://qingcheng.pro:7890/udp/238.125.2.184:5140?$新疆电信组播"
"SFTV2,http://qingcheng.pro:7890/udp/238.125.2.185:5140?$新疆电信组播"
"BLTV,http://qingcheng.pro:7890/udp/238.125.2.186:5140?$新疆电信组播"
裕
"民,http://qingcheng.pro:7890/udp/238.125.2.191:5140?$新疆电信组播"
"xxxxx,http://qingcheng.pro:7890/udp/238.125.2.193:5140?$新疆电信组播"
M米
"东,http://qingcheng.pro:7890/udp/238.125.2.207:5140?$新疆电信组播"
五师双
"河,http://qingcheng.pro:7890/udp/238.125.2.210:5140?$新疆电信组播"
五师综
